基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费,scale,m_fee,c_fee,sale_fee,sub_fee
040010,HAWDSYZQB,债券型,华安稳定收益债券B,1.1118,1.8225,1.1120,1.8227,-0.0002,-0.02,开放申购,开放赎回,0.00%,1.85,0.6,0.2,0.4,0.00
040012,HAQHSYZQA,债券型,华安强化收益债券A,1.2340,2.0380,1.2410,2.0450,-0.0070,-0.56,开放申购,开放赎回,0.08%,0.69,0.7,0.2,0.0,0.08
040013,HAQHSYZQB,债券型,华安强化收益债券B,1.2270,1.9680,1.2340,1.9750,-0.0070,-0.57,开放申购,开放赎回,0.00%,0.44,0.7,0.2,0.4,0.00
040019,HAWGSYZQC,债券型,华安稳固收益债券C,1.09,1.6260,1.0920,1.6280,-0.0020,-0.18,开放申购,开放赎回,0.00%,1.93,0.65,0.18,0.35,0.00
040022,HAKZZZQA,债券型,华安可转债债券A,1.57,1.57,1.5650,1.5650,0.0050,0.32,开放申购,开放赎回,0.08%,2.37,0.7,0.2,0.0,0.08
040023,HAKZZZQB,债券型,华安可转债债券B,1.5130,1.5130,1.5080,1.5080,0.0050,0.33,开放申购,开放赎回,0.00%,1.65,0.7,0.2,0.35,0.00
040036,HAAXSYZQA,债券型,华安安心收益债券A,1.1730,1.7640,1.1760,1.7670,-0.0030,-0.26,开放申购,开放赎回,0.08%,1.2,0.65,0.15,0.0,0.08
040037,HAAXSYZQB,债券型,华安安心收益债券B,1.1660,1.7590,1.1690,1.7620,-0.0030,-0.26,开放申购,开放赎回,0.00%,0.27,0.65,0.15,0.35,0.00
040045,HATXZDZA,债券型,华安添鑫中短债A,1.0637,1.3377,1.0636,1.3376,0.0001,0.01,开放申购,开放赎回,0.045%,1.7,0.3,0.1,0.0,0.045
050006,BSWDJZZQB,债券型,博时稳定价值债券B,1.6940,2.0550,1.6920,2.0530,0.0020,0.12,开放申购,开放赎回,0.00%,2.11,0.6,0.2,0.3,0.00
050011,BSXYZQAB,债券型,博时信用债券A/B,3.29,3.4050,3.3010,3.4160,-0.0110,-0.33,开放申购,开放赎回,0.08%,29.5,0.7,0.2,0.0,0.08
050016,BSHGHBZQAB,债券型,博时宏观回报债券A/B,1.4190,1.5870,1.4260,1.5940,-0.0070,-0.49,开放申购,开放赎回,0.08%,57.9,0.7,0.2,0.0,0.08
050019,BSZZZQZQA,债券型,博时转债增强债券A,1.9910,1.9960,1.9950,2,-0.0040,-0.20,开放申购,开放赎回,0.08%,10.73,0.75,0.2,0.0,0.08
050027,BSXYZCZZQA,债券型,博时信用债纯债债券A,1.0814,1.5024,1.0810,1.5020,0.0004,0.04,开放申购,开放赎回,0.08%,42.12,0.6,0.15,0.0,0.08
050030,BSYZPXSYZQ,QDII,博时亚洲票息收益债券,,,1.4886,1.6311,,,开放申购,开放赎回,0.08%,31.67,0.8,0.25,0.0,0.08
050106,BSWDJZZQA,债券型,博时稳定价值债券A,1.74,2.1240,1.7380,2.1220,0.0020,0.12,开放申购,开放赎回,0.08%,1.38,0.6,0.2,0.0,0.08
050111,BSXYZQC,债券型,博时信用债券C,3.1980,3.2950,3.2090,3.3060,-0.0110,-0.34,开放申购,开放赎回,0.00%,9.57,0.7,0.2,0.35,0.00
050116,BSHGHBZQC,债券型,博时宏观回报债券C,1.4040,1.5540,1.4110,1.5610,-0.0070,-0.50,开放申购,开放赎回,0.00%,7.87,0.7,0.2,0.35,0.00
050119,BSZZZQZQC,债券型,博时转债增强债券C,1.9390,1.9430,1.9430,1.9470,-0.0040,-0.21,开放申购,开放赎回,0.00%,3.59,0.75,0.2,0.4,0.00
050202,BSYZPXSYZQXH,QDII,博时亚洲票息收益债券现汇,,,0.2296,0.2522,,,开放申购,开放赎回,0.80%,31.67,0.8,0.25,0.0,0.80
050203,BSYZPXSYZQXC,QDII,博时亚洲票息收益债券现钞,,,0.2296,0.2522,,,开放申购,开放赎回,0.80%,31.67,0.8,0.25,0.0,0.80
070015,JSDYZQA,债券型,嘉实多元债券A,1.3430,1.9510,1.3460,1.9540,-0.0030,-0.22,开放申购,开放赎回,0.08%,6.57,0.7,0.2,0.0,0.08
070016,JSDYZQB,债券型,嘉实多元债券B,1.3370,1.9030,1.34,1.9060,-0.0030,-0.22,开放申购,开放赎回,0.00%,9.65,0.7,0.2,0.3,0.00
070020,JSWGSYZQC,债券型,嘉实稳固收益债券C,1.1870,1.6840,1.1920,1.6890,-0.0050,-0.42,开放申购,开放赎回,0.00%,39.22,0.65,0.18,0.4,0.00
070025,JSXYZQA,债券型,嘉实信用债券A,1.1230,1.5020,1.1230,1.5020,0,0.00,开放申购,开放赎回,0.08%,5.1,0.7,0.2,0.0,0.08
070026,JSXYZQC,债券型,嘉实信用债券C,1.1070,1.46,1.1070,1.46,0,0.00,开放申购,开放赎回,0.00%,1.91,0.7,0.2,0.35,0.00
080003,CSJJPZZQ,债券型,长盛积极配置债券,1.2664,1.8444,1.2692,1.8472,-0.0028,-0.22,开放申购,开放赎回,0.08%,2.98,0.75,0.2,0.0,0.08
090017,DCKZZZQZQ,债券型,大成可转债增强债券,1.3330,1.3430,1.35,1.36,-0.0170,-1.26,开放申购,开放赎回,0.08%,0.22,1.0,0.2,0.0,0.08
100035,FGYHZQZQAB,债券型,富国优化增强债券A/B,1.7720,1.9870,1.7810,1.9960,-0.0090,-0.51,开放申购,开放赎回,0.08%,18.4,0.7,0.2,0.0,0.08
100037,FGYHZQZQC,债券型,富国优化增强债券C,1.6820,1.8970,1.69,1.9050,-0.0080,-0.47,开放申购,开放赎回,0.00%,2.93,0.7,0.2,0.4,0.00
100050,FGQQZQQDII,QDII,富国全球债券(QDII),,,1.2123,1.2123,,,开放申购,开放赎回,0.08%,3.0,0.9,0.22,0.0,0.08
110008,YFDWJSYZQB,债券型,易方达稳健收益债券B,1.3457,2.3653,1.3459,2.3655,-0.0002,-0.01,开放申购,开放赎回,0.08%,142.97,0.6,0.2,0.0,0.08
110017,YFDZQHBZQA,债券型,易方达增强回报债券A,1.3740,2.3830,1.3760,2.3850,-0.0020,-0.15,开放申购,开放赎回,0.08%,75.41,0.65,0.2,0.0,0.08
110018,YFDZQHBZQB,债券型,易方达增强回报债券B,1.3670,2.3040,1.37,2.3070,-0.0030,-0.22,开放申购,开放赎回,0.00%,19.2,0.65,0.2,0.4,0.00
110027,YFDAXHBZQA,债券型,易方达安心回报债券A,2.0630,2.9840,2.0720,2.9930,-0.0090,-0.43,开放申购,开放赎回,0.08%,116.9,0.7,0.2,0.0,0.08
110028,YFDAXHBZQB,债券型,易方达安心回报债券B,2.03,2.9190,2.0390,2.9280,-0.0090,-0.44,开放申购,开放赎回,0.00%,30.81,0.7,0.2,0.4,0.00
110035,YFDSZZQZQA,债券型,易方达双债增强债券A,1.6920,1.8420,1.7020,1.8520,-0.01,-0.59,开放申购,开放赎回,0.08%,21.2,0.7,0.2,0.0,0.08
110036,YFDSZZQZQC,债券型,易方达双债增强债券C,1.6330,1.7830,1.6430,1.7930,-0.01,-0.61,开放申购,开放赎回,0.00%,11.09,0.7,0.2,0.4,0.00
110037,YFDCZZQA,债券型,易方达纯债债券A,1.10,1.4380,1.10,1.4380,0,0.00,开放申购,开放赎回,0.08%,39.99,0.35,0.1,0.0,0.08
110038,YFDCZZQC,债券型,易方达纯债债券C,1.0980,1.3990,1.0980,1.3990,0,0.00,开放申购,开放赎回,0.00%,8.06,0.35,0.1,0.4,0.00
110052,YFDAYZDZZQC,债券型,易方达安源中短债债券C,1.0473,1.0473,1.0469,1.0469,0.0004,0.04,开放申购,开放赎回,0.00%,1.07,0.3,0.1,0.3,0.00
110053,YFDAYZDZZQA,债券型,易方达安源中短债债券A,1.0522,1.0522,1.0518,1.0518,0.0004,0.04,开放申购,开放赎回,0.03%,0.61,0.3,0.1,0.0,0.03
121001,GTRYRHZQ,混合型,国投瑞银融华债券,1.5366,3.1196,1.5367,3.1197,-0.0001,-0.01,开放申购,开放赎回,0.065%,1.63,0.75,0.2,0.0,0.065
121012,GTRYYHZQZQAB,债券型,国投瑞银优化增强债券A/B,1.6870,2.0210,1.6890,2.0230,-0.0020,-0.12,开放申购,开放赎回,0.08%,18.72,0.75,0.2,0.0,0.08
128112,GTRYYHZQZQC,债券型,国投瑞银优化增强债券C,1.6630,1.9690,1.6650,1.9710,-0.0020,-0.12,开放申购,开放赎回,0.00%,4.0,0.75,0.2,0.4,0.00
160217,GTXYHLZQA,债券型,国泰信用互利债券A,1.0472,1.5486,1.0472,1.5486,0,0.00,开放申购,开放赎回,0.08%,4.35,0.5,0.15,0.0,0.08
160513,BSWJHBZQLOFA,债券型,博时稳健回报债券(LOF)A,1.7460,1.8210,1.7470,1.8220,-0.0010,-0.06,开放申购,开放赎回,0.80%,0.15,0.6,0.15,0.0,0.80
160514,BSWJHBZQLOFC,债券型,博时稳健回报债券(LOF)C,1.5230,1.6230,1.5240,1.6240,-0.0010,-0.07,开放申购,开放赎回,0.00%,0.58,0.6,0.15,0.35,0.00
160621,PHFHZQLOFA,债券型,鹏华丰和债券(LOF)A,1.43,1.7720,1.4280,1.77,0.0020,0.14,开放申购,开放赎回,0.08%,3.33,0.8,0.2,0.0,0.08
160622,PHFLZQLOF,债券型,鹏华丰利债券(LOF),1.0290,1.3830,1.0290,1.3830,0,0.00,开放申购,开放赎回,0.08%,13.71,0.7,0.2,0.0,0.08
160718,JSDLSYZQ,债券型,嘉实多利收益债券,1.0387,1.4582,1.0389,1.4584,-0.0002,-0.02,开放申购,开放赎回,0.08%,0.52,0.7,0.2,0.0,0.08
161010,FGTFQHZQLOF,债券型,富国天丰强化债券(LOF),1.1749,1.8534,1.1783,1.8568,-0.0034,-0.29,开放申购,开放赎回,0.08%,3.46,0.6,0.2,0.0,0.08
161015,FGTYZQLOFC,债券型,富国天盈债券(LOF)C,1.1086,1.7925,1.1105,1.7948,-0.0019,-0.17,开放申购,开放赎回,0.00%,14.34,0.7,0.2,0.35,0.00
161115,YFDSFTLZQLOF,债券型,易方达岁丰添利债券(LOF),1.7320,2.3160,1.7350,2.3190,-0.0030,-0.17,开放申购,开放赎回,0.08%,3.28,0.3,0.1,0.0,0.08
161119,YFDZZXZZLOFA,债券指数,易方达中债新综指(LOF)A,1.4443,1.4443,1.4431,1.4431,0.0012,0.08,开放申购,开放赎回,0.08%,4.31,0.3,0.1,0.0,0.08
161120,YFDZZXZZLOFC,债券指数,易方达中债新综指(LOF)C,1.4122,1.4122,1.4110,1.4110,0.0012,0.09,开放申购,开放赎回,0.00%,0.44,0.3,0.1,0.35,0.00
161216,GTRYSZZQLOFA,债券型,国投瑞银双债债券(LOF)A,1.1840,1.7860,1.1840,1.7860,0,0.00,开放申购,开放赎回,0.08%,4.15,0.7,0.2,0.0,0.08
161221,GTRYSZZQC,债券型,国投瑞银双债债券C,1.1760,1.6040,1.1760,1.6040,0,0.00,开放申购,开放赎回,0.00%,0.17,0.7,0.2,0.4,0.00
161505,YHTLZQLOFA,债券型,银河通利债券(LOF)A,1.2890,1.6790,1.2920,1.6820,-0.0030,-0.23,开放申购,开放赎回,0.08%,6.26,0.7,0.2,0.0,0.08
161506,YHTLZQLOFC,债券型,银河通利债券(LOF)C,1.3210,1.6710,1.3240,1.6740,-0.0030,-0.23,开放申购,开放赎回,0.00%,0.1,0.7,0.2,0.3,0.00
161603,RTZQAB,债券型,融通债券A/B,1,1.9520,0.9990,1.9510,0.0010,0.10,开放申购,开放赎回,0.12%,0.98,0.6,0.2,0.0,0.12
161614,RTSJTLZQLOFA,债券型,融通四季添利债券(LOF)A,1.0270,1.4850,1.0270,1.4850,0,0.00,开放申购,开放赎回,0.08%,4.32,0.6,0.2,0.0,0.08
161624,RTKZZZQA,债券型,融通可转债债券A,1.0051,1.1151,1.0129,1.1229,-0.0078,-0.77,开放申购,开放赎回,0.08%,0.26,0.7,0.2,0.0,0.08
161625,RTKZZZQC,债券型,融通可转债债券C,0.9808,1.0908,0.9884,1.0984,-0.0076,-0.77,开放申购,开放赎回,0.00%,0.06,0.7,0.2,0.4,0.00
161626,RTTFZQLOFA,债券型,融通通福债券(LOF)A,1.2047,1.9184,1.2052,1.9192,-0.0005,-0.04,开放申购,开放赎回,0.08%,0.67,0.7,0.2,0.0,0.08
161627,RTTFZQLOFC,债券型,融通通福债券(LOF)C,1.1903,1.3530,1.1908,1.3535,-0.0005,-0.04,开放申购,开放赎回,0.00%,0.04,0.7,0.2,0.4,0.00
161820,YHCZXYZQLOF,债券型,银华纯债信用债券(LOF),1.1060,1.4940,1.1060,1.4940,0,0.00,开放申购,开放赎回,0.08%,42.13,0.6,0.2,0.0,0.08
161902,WJZQSYZQ,债券型,万家增强收益债券,1.2489,2.2895,1.2503,2.2910,-0.0014,-0.11,开放申购,开放赎回,0.00%,0.7,0.7,0.2,0.4,0.00
161908,WJTLZQLOF,债券型,万家添利债券(LOF),1.1189,1.7739,1.1209,1.7764,-0.0020,-0.18,开放申购,开放赎回,0.00%,0.37,0.7,0.2,0.35,0.00
162105,JYCJZLZQLOFC,债券型,金鹰持久增利债券(LOF)C,1.4751,1.8408,1.4789,1.8446,-0.0038,-0.26,开放申购,开放赎回,0.00%,1.2,0.7,0.2,0.35,0.00
162108,JYYSZQXFQSC,债券型,金鹰元盛债券型发起式C,1.1520,1.3290,1.1510,1.3280,0.0010,0.09,开放申购,开放赎回,0.00%,0.28,0.7,0.2,0.4,0.00
162210,TDHLJLZQA,债券型,泰达宏利集利债券A,1.3305,1.8922,1.33,1.8917,0.0005,0.04,开放申购,开放赎回,0.08%,3.11,0.6,0.2,0.0,0.08
162215,TDHLJLZQLOF,债券型,泰达宏利聚利债券(LOF),1.2560,1.9110,1.2670,1.9280,-0.0110,-0.87,开放申购,开放赎回,0.08%,0.39,0.7,0.2,0.0,0.08
162299,TDHLJLZQC,债券型,泰达宏利集利债券C,1.2502,1.8056,1.2497,1.8051,0.0005,0.04,开放申购,开放赎回,0.00%,0.05,0.6,0.2,0.4,0.00
162511,GLASJXYZQLOF,债券型,国联安双佳信用债券(LOF),0.8510,1.2240,0.85,1.2230,0.0010,0.12,开放申购,开放赎回,0.08%,2.66,0.5,0.1,0.0,0.08
163003,CXLXZQLOFC,债券型,长信利鑫债券(LOF)C,0.6955,1.1275,0.6955,1.1275,0,0.00,开放申购,开放赎回,0.00%,0.11,0.7,0.2,0.35,0.00
163005,CXLZZQLOFC,债券型,长信利众债券(LOF)C,0.8204,1.1594,0.8207,1.1597,-0.0003,-0.04,开放申购,开放赎回,0.00%,9.67,0.7,0.2,0.35,0.00
163007,CXLZZQLOFA,债券型,长信利众债券(LOF)A,0.8004,1.2044,0.8006,1.2046,-0.0002,-0.02,开放申购,开放赎回,0.08%,0.31,0.7,0.2,0.0,0.08
163008,CXLXZQLOFA,债券型,长信利鑫债券(LOF)A,0.7107,1.1427,0.7107,1.1427,0,0.00,开放申购,开放赎回,0.08%,0.91,0.7,0.2,0.0,0.08
163811,ZYSLZQA,债券型,中银双利债券A,1.3360,1.8110,1.3360,1.8110,0,0.00,开放申购,开放赎回,0.08%,35.16,0.7,0.2,0.0,0.08
163812,ZYSLZQB,债券型,中银双利债券B,1.33,1.7560,1.3310,1.7570,-0.0010,-0.08,开放申购,开放赎回,0.00%,2.21,0.7,0.2,0.35,0.00
163819,ZYXYZLZQLOFA,债券型,中银信用增利债券(LOF)A,1.0530,1.6240,1.0540,1.6250,-0.0010,-0.09,开放申购,开放赎回,0.08%,23.83,0.7,0.2,0.0,0.08
163827,ZYCYZZQA,债券型,中银产业债债券A,1.1974,1.4024,1.1982,1.4032,-0.0008,-0.07,开放申购,开放赎回,0.80%,4.63,0.6,0.1,0.0,0.80
163907,ZHHYCZFQS,债券型,中海惠裕纯债发起式,0.82,1.4170,0.82,1.4170,0,0.00,开放申购,开放赎回,0.06%,0.1,0.7,0.2,0.0,0.06
164105,HFQHHBZQLOF,债券型,华富强化回报债券(LOF),1.58,2.0310,1.5870,2.0380,-0.0070,-0.44,开放申购,开放赎回,0.08%,6.07,0.6,0.2,0.0,0.08
164206,THTLZQLOFC,债券型,天弘添利债券(LOF)C,1.2372,1.7305,1.2486,1.7419,-0.0114,-0.91,开放申购,开放赎回,0.00%,10.52,0.35,0.1,0.35,0.00
164208,THFLZQLOF,债券型,天弘丰利债券(LOF),1.1226,1.8410,1.1256,1.8440,-0.0030,-0.27,开放申购,开放赎回,0.06%,0.88,0.3,0.1,0.0,0.06
164210,THTLZQLOFC,债券型,天弘同利债券(LOF)C,1.1249,1.6789,1.1241,1.6781,0.0008,0.07,开放申购,开放赎回,0.00%,0.69,0.35,0.1,0.35,0.00
164509,GFHLZQLOFA,债券型,国富恒利债券(LOF)A,0.9313,1.6455,0.9305,1.6447,0.0008,0.09,开放申购,开放赎回,0.08%,4.11,0.3,0.1,0.0,0.08
164510,GFHLZQLOFC,债券型,国富恒利债券(LOF)C,1.0488,1.2791,1.0479,1.2782,0.0009,0.09,开放申购,开放赎回,0.00%,0.04,0.3,0.1,0.35,0.00
164606,HTBRXYZLZ,债券型,华泰柏瑞信用增利债,1.1726,1.3661,1.1743,1.3678,-0.0017,-0.14,开放申购,开放赎回,0.08%,0.42,0.3,0.1,0.0,0.08
164814,GYSZZQZQ,债券型,工银双债增强债券,1.1130,1.6690,1.1180,1.6740,-0.0050,-0.45,开放申购,开放赎回,0.08%,0.83,0.75,0.2,0.0,0.08
164902,JYXYTLZQLOF,债券型,交银信用添利债券(LOF),1.1719,1.6579,1.1715,1.6575,0.0004,0.03,开放申购,开放赎回,0.08%,32.04,0.6,0.2,0.0,0.08
165517,XCSYZQLOF,债券型,信诚双盈债券(LOF),0.8720,1.2720,0.8730,1.2730,-0.0010,-0.11,开放申购,开放赎回,0.08%,28.61,0.7,0.2,0.0,0.08
166008,ZOZQHBZQLOFA,债券型,中欧增强回报债券(LOF)A,1.0614,1.6024,1.0723,1.6020,0.0004,0.04,开放申购,开放赎回,0.08%,33.74,0.7,0.2,0.0,0.08
166010,ZODLZQA,债券型,中欧鼎利债券A,1.2149,1.7451,1.2194,1.7496,-0.0045,-0.37,开放申购,开放赎回,0.08%,9.43,0.7,0.1,0.0,0.08
166016,ZOCZZQLOFC,债券型,中欧纯债债券(LOF)C,1.2210,1.4730,1.22,1.4720,0.0010,0.08,开放申购,开放赎回,0.00%,0.07,0.6,0.2,0.35,0.00
166105,XDAYXAZQ,债券型,信达澳银鑫安债券,1.1550,1.3040,1.1590,1.3080,-0.0040,-0.35,开放申购,开放赎回,0.08%,5.06,0.6,0.2,0.0,0.08
166401,PYASWJZLZQC,债券型,浦银安盛稳健增利债券C,1.0630,1.2090,1.0630,1.2090,0,0.00,开放申购,开放赎回,0.00%,0.21,0.3,0.1,0.35,0.00
166803,ZSHMCZA,债券型,浙商惠民纯债A,1.0006,1.0006,1.0002,1.0002,0.0004,0.04,开放申购,开放赎回,0.06%,0.11,0.3,0.1,0.0,0.06
167501,AXBLZQLOF,债券型,安信宝利债券(LOF),1.0650,1.5010,1.0650,1.5010,0,0.00,开放申购,开放赎回,0.08%,10.36,0.7,0.2,0.5,0.08
167504,AXZDLLZLOFA,债券型,安信中短利率债(LOF)A,1.0135,1.0455,1.0130,1.0450,0.0005,0.05,开放申购,开放赎回,0.03%,3.96,0.3,0.1,0.0,0.03
167505,AXZDLLZLOFC,债券型,安信中短利率债(LOF)C,1.0134,1.0452,1.0129,1.0447,0.0005,0.05,开放申购,开放赎回,0.00%,4.22,0.3,0.1,0.05,0.00
180015,YHZQSYZQ,债券型,银华增强收益债券,1.3110,1.8590,1.3130,1.8610,-0.0020,-0.15,开放申购,开放赎回,0.08%,2.18,0.65,0.2,0.0,0.08
180025,YHXYSLZQA,债券型,银华信用双利债券A,1.2290,1.7190,1.2310,1.7210,-0.0020,-0.16,开放申购,开放赎回,0.08%,23.29,0.7,0.2,0.0,0.08
180026,YHXYSLZQC,债券型,银华信用双利债券C,1.2210,1.6660,1.2230,1.6680,-0.0020,-0.16,开放申购,开放赎回,0.00%,7.94,0.7,0.2,0.4,0.00
200009,CCWJZLZQA,债券型,长城稳健增利债券A,1.1588,1.6148,1.1584,1.6144,0.0004,0.03,开放申购,开放赎回,0.08%,11.99,0.3,0.1,0.0,0.08
200013,CCJJZLZQA,债券型,长城积极增利债券A,1.2718,1.7342,1.2799,1.7423,-0.0081,-0.63,开放申购,开放赎回,0.08%,1.61,0.65,0.2,0.0,0.08
200113,CCJJZLZQC,债券型,长城积极增利债券C,1.5140,1.7044,1.5237,1.7141,-0.0097,-0.64,开放申购,开放赎回,0.00%,0.6,0.65,0.2,0.4,0.00
202105,NFGLHBZQAB,债券型,南方广利回报债券A/B,1.6280,1.8850,1.6330,1.89,-0.0050,-0.31,开放申购,开放赎回,0.08%,12.86,0.65,0.2,0.0,0.08
202107,NFGLHBZQC,债券型,南方广利回报债券C,1.6410,1.8360,1.6470,1.8420,-0.0060,-0.36,开放申购,开放赎回,0.00%,1.78,0.65,0.2,0.4,0.00
202108,NFRYCZZQAB,债券型,南方润元纯债债券A/B,1.3690,1.3990,1.3678,1.3978,0.0012,0.09,开放申购,开放赎回,0.08%,1.92,0.65,0.2,0.0,0.08
202110,NFRYCZZQC,债券型,南方润元纯债债券C,1.3239,1.3539,1.3228,1.3528,0.0011,0.08,开放申购,开放赎回,0.00%,0.42,0.65,0.2,0.4,0.00
206003,PHXYZLZQA,债券型,鹏华信用增利债券A,1.3645,1.7603,1.3706,1.7664,-0.0061,-0.45,开放申购,开放赎回,0.08%,19.94,0.6,0.2,0.0,0.08
206004,PHXYZLZQB,债券型,鹏华信用增利债券B,1.4665,1.7444,1.4731,1.7510,-0.0066,-0.45,开放申购,开放赎回,0.00%,0.83,0.6,0.2,0.4,0.00
206006,PHQQZDZQDIIRMBA,QDII,鹏华全球中短债(QDII)人民币A,,,1.0540,1.0652,,,开放申购,开放赎回,0.08%,3.37,0.9,0.2,0.0,0.08
210014,JYYFZQ,债券型,金鹰元丰债券,1.5623,1.9124,1.5768,1.9301,-0.0145,-0.92,开放申购,开放赎回,0.06%,1.74,0.75,0.2,0.0,0.06
213007,BYZQSYZQAB,债券型,宝盈增强收益债券A/B,1.3402,1.9222,1.3379,1.9199,0.0023,0.17,开放申购,开放赎回,0.08%,1.04,0.6,0.2,0.0,0.08
213917,BYZQSYZQC,债券型,宝盈增强收益债券C,1.2599,1.8419,1.2578,1.8398,0.0021,0.17,开放申购,开放赎回,0.00%,0.09,0.6,0.2,0.4,0.00
217003,ZSATZQA,债券型,招商安泰债券A,1.1867,2.1082,1.1861,2.1076,0.0006,0.05,开放申购,开放赎回,0.08%,3.88,0.6,0.18,0.0,0.08
217008,ZSABZLZQ,债券型,招商安本增利债券,1.5263,2.1463,1.5264,2.1464,-0.0001,-0.01,开放申购,开放赎回,0.00%,3.94,0.7,0.15,0.3,0.00
217018,ZSARJQZQ,债券型,招商安瑞进取债券,2.0160,2.0160,2.0220,2.0220,-0.0060,-0.30,开放申购,开放赎回,0.08%,0.55,0.8,0.2,0.0,0.08
217023,ZSXYZQZQA,债券型,招商信用增强债券A,1.0530,1.4940,1.0530,1.4940,0,0.00,开放申购,开放赎回,0.08%,0.56,0.7,0.2,0.0,0.08
217024,ZSAYZQ,债券型,招商安盈债券,1.2122,1.6194,1.2116,1.6188,0.0006,0.05,开放申购,开放赎回,0.08%,9.46,0.7,0.2,0.0,0.08
217025,ZSLC7TZQA,债券型,招商理财7天债券A,1.0140,1.0140,1.0140,1.0140,0,0.00,开放申购,开放赎回,0.00%,5.42,0.27,0.08,0.3,0.00
217203,ZSATZQB,债券型,招商安泰债券B,1.1981,2.0516,1.1974,2.0509,0.0007,0.06,开放申购,开放赎回,0.00%,1.47,0.6,0.18,0.3,0.00
240003,HBBKZQA,债券型,华宝宝康债券A,1.2485,2.2215,1.2480,2.2210,0.0005,0.04,开放申购,开放赎回,0.08%,4.12,0.6,0.2,0.0,0.08
240012,HBZQSYZQA,债券型,华宝增强收益债券A,1.2650,1.6450,1.2641,1.6441,0.0009,0.07,开放申购,开放赎回,0.08%,0.14,0.6,0.2,0.0,0.08
240013,HBZQSYZQB,债券型,华宝增强收益债券B,1.1947,1.5747,1.1939,1.5739,0.0008,0.07,开放申购,开放赎回,0.00%,0.21,0.6,0.2,0.4,0.00
240018,HBKZZZQA,债券型,华宝可转债债券A,1.3759,1.3759,1.3830,1.3830,-0.0071,-0.51,开放申购,开放赎回,0.08%,2.16,0.7,0.2,0.0,0.08
253020,GLAZLZQA,债券型,国联安增利债券A,1.3260,1.5710,1.3270,1.5720,-0.0010,-0.08,开放申购,开放赎回,0.08%,0.13,0.6,0.2,0.0,0.08
253021,GLAZLZQB,债券型,国联安增利债券B,1.2880,1.5160,1.2880,1.5160,0,0.00,开放申购,开放赎回,0.00%,0.19,0.6,0.2,0.4,0.00
253060,GLAXXZZZQA,债券型,国联安信心增长债券A,1.2328,1.4048,1.2331,1.4051,-0.0003,-0.02,开放申购,开放赎回,0.06%,0.5,0.7,0.2,0.0,0.06
253061,GLAXXZZZQB,债券型,国联安信心增长债券B,1.2135,1.3725,1.2137,1.3727,-0.0002,-0.02,开放申购,开放赎回,0.00%,0.01,0.7,0.2,0.3,0.00
261002,JSCCYXZLZQA,债券型,景顺长城优信增利债券A,1.2153,1.5083,1.2145,1.5075,0.0008,0.07,开放申购,开放赎回,0.08%,31.6,0.3,0.1,0.0,0.08
261102,JSCCYXZLZQC,债券型,景顺长城优信增利债券C,1.1814,1.4724,1.1807,1.4717,0.0007,0.06,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.4,0.00
270009,GFZQZQ,债券型,广发增强债券,1.2120,1.7460,1.2110,1.7450,0.0010,0.08,开放申购,开放赎回,0.00%,3.2,0.6,0.2,0.3,0.00
288102,HXWDSLZQC,债券型,华夏稳定双利债券C,1.0686,1.9577,1.0684,1.9575,0.0002,0.02,开放申购,开放赎回,0.00%,3.52,0.65,0.2,0.4,0.00
290003,TXSXSLZQ,债券型,泰信双息双利债券,1.1702,1.6805,1.1837,1.6940,-0.0135,-1.14,开放申购,开放赎回,0.00%,1.13,0.7,0.2,0.3,0.00
290007,TXZQZQSYA,债券型,泰信债券增强收益A,1.1263,1.4293,1.1325,1.4355,-0.0062,-0.55,开放申购,开放赎回,0.08%,0.02,0.6,0.2,0.0,0.08
290009,TXZQHBZQ,债券型,泰信周期回报债券,1.1830,1.5430,1.1820,1.5420,0.0010,0.08,开放申购,开放赎回,0.08%,2.36,0.7,0.2,0.0,0.08
291007,TXZQZQSYC,债券型,泰信债券增强收益C,1.1035,1.3805,1.1096,1.3866,-0.0061,-0.55,开放申购,开放赎回,0.00%,0.01,0.6,0.2,0.4,0.00
310508,SWLXWYBZQ,债券型,申万菱信稳益宝债券,1.1870,1.7510,1.19,1.7540,-0.0030,-0.25,开放申购,开放赎回,0.08%,7.65,0.5,0.1,0.0,0.08
310518,SWLXKZZZQ,债券型,申万菱信可转债债券,1.8130,1.9630,1.8290,1.9790,-0.0160,-0.87,开放申购,开放赎回,0.08%,1.93,0.7,0.2,0.0,0.08
320004,NAYHSYZQ,债券型,诺安优化收益债券,1.5213,2.2549,1.5347,2.2683,-0.0134,-0.87,开放申购,开放赎回,0.00%,12.48,0.7,0.18,0.28,0.00
320008,NAZLZQA,债券型,诺安增利债券A,1.8160,1.9810,1.83,1.9950,-0.0140,-0.77,开放申购,开放赎回,0.08%,0.4,0.7,0.2,0.0,0.08
320009,NAZLZQB,债券型,诺安增利债券B,1.7030,1.8680,1.7160,1.8810,-0.0130,-0.76,开放申购,开放赎回,0.00%,0.13,0.7,0.2,0.45,0.00
