基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
001247,HTBRXLHHA,混合型,华泰柏瑞新利混合A,1.2993,1.4171,1.3009,1.4187,-0.0016,-0.12,限大额,开放赎回,0.15%
001249,YFDXLLHPZHH,混合型,易方达新利灵活配置混合,1.5360,1.5360,1.5350,1.5350,0.0010,0.07,限大额,开放赎回,1.20%
001250,THXHLHH,混合型,天弘新活力混合,1.5736,1.5736,1.5788,1.5788,-0.0052,-0.33,限大额,开放赎回,0.10%
001252,ZHJQSYHH,混合型,中海进取收益混合,1.9730,1.9730,1.9980,1.9980,-0.0250,-1.25,开放申购,开放赎回,0.08%
001254,TDHLXQDHHA,混合型,泰达宏利新起点混合A,1.4860,1.4860,1.4940,1.4940,-0.0080,-0.54,开放申购,开放赎回,0.15%
001255,CCGGHLHH,混合型,长城改革红利混合,1.0439,1.0439,1.0628,1.0628,-0.0189,-1.78,开放申购,开放赎回,0.15%
001256,HDYXCZHH,混合型,泓德优选成长混合,1.8437,2.0967,1.8502,2.1032,-0.0065,-0.35,开放申购,开放赎回,0.15%
001257,XYSYZQZQA,债券型,兴业收益增强债券A,1.3960,1.3960,1.3950,1.3950,0.0010,0.07,开放申购,开放赎回,0.08%
001258,XYSYZQZQC,债券型,兴业收益增强债券C,1.3580,1.3580,1.3580,1.3580,0,0.00,开放申购,开放赎回,0.00%
001261,ZRXJYHH,混合型,中融新机遇混合,1.43,1.43,1.4590,1.4590,-0.0290,-1.99,开放申购,开放赎回,0.15%
001264,YHHLLHPZHHA,混合型,银华恒利灵活配置混合A,1.6780,1.7380,1.68,1.74,-0.0020,-0.12,开放申购,开放赎回,0.06%
001265,GTXYLHPZHHA,混合型,国泰兴益灵活配置混合A,1.3150,1.46,1.3160,1.4610,-0.0010,-0.08,限大额,开放赎回,0.15%
001266,GTRYZCHH,混合型,国投瑞银招财混合,1.7436,1.7756,1.7452,1.7772,-0.0016,-0.09,开放申购,开放赎回,0.15%
001267,TDHLLCHH,混合型,泰达宏利蓝筹混合,1.3250,1.3250,1.3650,1.3650,-0.04,-2.93,开放申购,开放赎回,0.15%
001268,FGGJAQZTHH,混合型,富国国家安全主题混合,1.33,1.33,1.3450,1.3450,-0.0150,-1.12,开放申购,开放赎回,0.15%
001270,YDLHPZHHXFQSA,混合型,英大灵活配置混合型发起式A,1.5149,1.7649,1.5082,1.7582,0.0067,0.44,开放申购,开放赎回,0.10%
001271,YDLHPZHHXFQSB,混合型,英大灵活配置混合型发起式B,1.4517,1.7017,1.4454,1.6954,0.0063,0.44,开放申购,开放赎回,0.00%
001272,XYJLLHPZHH,混合型,兴业聚利灵活配置混合,2.2580,2.2580,2.2530,2.2530,0.0050,0.22,开放申购,开放赎回,0.15%
001273,MSJYXDLHHA,混合型,民生加银新动力混合A,1.2840,1.2840,1.29,1.29,-0.0060,-0.47,限大额,开放赎回,0.05%
001274,MSJYXDLHHD,混合型,民生加银新动力混合D,,,,,,,暂停申购,暂停赎回,0.00%
001275,ZYCXYSLHPZHH,混合型,中邮创新优势灵活配置混合,1.2140,1.2140,1.2130,1.2130,0.0010,0.08,开放申购,开放赎回,0.15%
001276,JXXJJLHPZHH,混合型,建信新经济灵活配置混合,1.6110,1.6110,1.6310,1.6310,-0.02,-1.23,开放申购,开放赎回,0.15%
001277,BSGQGGGP,股票型,博时国企改革股票,1.0560,1.0560,1.0590,1.0590,-0.0030,-0.28,开放申购,开放赎回,0.15%
001278,QHKYQJNYHHA,混合型,前海开源清洁能源混合A,1.6170,1.9770,1.6070,1.9670,0.01,0.62,开放申购,开放赎回,0.15%
001279,ZHJJZLHH,混合型,中海积极增利混合,1.89,1.89,1.91,1.91,-0.02,-1.05,开放申购,开放赎回,0.15%
001280,YHJLLHPZHHA,混合型,银华聚利灵活配置混合A,2.1850,2.7380,2.21,2.7630,-0.0250,-1.13,开放申购,开放赎回,0.06%
001281,CAXLYXHHA,混合型,长安鑫利优选混合A,2.9092,2.9092,2.9286,2.9286,-0.0194,-0.66,开放申购,开放赎回,0.15%
001282,HAXJYLHPZ,混合型,华安新机遇灵活配置,1.4232,1.4232,1.4327,1.4327,-0.0095,-0.66,开放申购,开放赎回,0.12%
001283,HTHTSJXDLHHA,混合型,红塔红土盛金新动力混合A,1.3176,1.6466,1.3234,1.6524,-0.0058,-0.44,开放申购,开放赎回,0.10%
001284,HTHTSJXDLHHC,混合型,红塔红土盛金新动力混合C,1.3111,1.5531,1.3168,1.5588,-0.0057,-0.43,开放申购,开放赎回,0.00%
001285,YFDXXHHI,混合型,易方达新鑫混合I,1.3410,1.4810,1.3410,1.4810,0,0.00,限大额,开放赎回,0.60%
001286,YFDXXHHE,混合型,易方达新鑫混合E,1.3250,1.4550,1.3250,1.4550,0,0.00,限大额,开放赎回,0.00%
001287,AXYSZZHHA,混合型,安信优势增长混合A,2.9131,3.1659,2.9258,3.1786,-0.0127,-0.43,开放申购,开放赎回,0.10%
001289,YHHLLHPZHHA,混合型,银华汇利灵活配置混合A,1.6540,1.6540,1.6540,1.6540,0,0.00,开放申购,开放赎回,0.06%
001291,DMLHDCLGP,股票型,大摩量化多策略股票,1.4630,1.4630,1.4810,1.4810,-0.0180,-1.22,开放申购,开放赎回,0.15%
001294,XHZLXXCYLHPZHH,混合型,新华战略新兴产业灵活配置混合,1.3764,1.3764,1.3997,1.3997,-0.0233,-1.66,开放申购,开放赎回,0.15%
001296,CCZXCZLHPZHH,混合型,长城转型成长灵活配置混合,1.7849,1.7849,1.8097,1.8097,-0.0248,-1.37,开放申购,开放赎回,0.15%
001297,PAZHZGHH,混合型,平安智慧中国混合,1.2670,1.2670,1.2910,1.2910,-0.0240,-1.86,开放申购,开放赎回,0.15%
001298,JYMZXXHH,混合型,金鹰民族新兴混合,2.3460,2.3460,2.3910,2.3910,-0.0450,-1.88,开放申购,开放赎回,0.15%
001299,XYTLZQ,债券型,兴业添利债券,1.0063,1.2691,1.0059,1.2687,0.0004,0.04,限大额,开放赎回,0.06%
001300,DCRJLHPZHHA,混合型,大成睿景灵活配置混合A,1.5780,1.5780,1.6040,1.6040,-0.0260,-1.62,开放申购,开放赎回,0.15%
001301,DCRJLHPZHHC,混合型,大成睿景灵活配置混合C,1.5070,1.5070,1.5320,1.5320,-0.0250,-1.63,开放申购,开放赎回,0.00%
001302,QHKYJYZBHHA,混合型,前海开源金银珠宝混合A,1.1880,1.1880,1.1940,1.1940,-0.0060,-0.50,开放申购,开放赎回,0.15%
001303,YHWLLHPZHHA,混合型,银华稳利灵活配置混合A,1.2620,1.2620,1.2650,1.2650,-0.0030,-0.24,限大额,开放赎回,0.06%
001304,JXXAHBLHPZHH,混合型,建信鑫安回报灵活配置混合,1.1930,1.3530,1.1890,1.3490,0.0040,0.34,暂停申购,暂停赎回,1.50%
001305,JTTFGGHHA,混合型,九泰天富改革混合A,0.9780,0.9780,0.9810,0.9810,-0.0030,-0.31,开放申购,开放赎回,0.15%
001306,ZOYYHHA,混合型,中欧永裕混合A,2.1740,2.1740,2.1820,2.1820,-0.0080,-0.37,开放申购,开放赎回,0.15%
001307,ZOYYHHC,混合型,中欧永裕混合C,2.0790,2.0790,2.0880,2.0880,-0.0090,-0.43,开放申购,开放赎回,0.00%
001309,DFHRYDQKFHH,混合型,东方红睿逸定期开放混合,,,,,,,暂停申购,暂停赎回,1.20%
001311,HAXHBLHPZHH,混合型,华安新回报灵活配置混合,1.42,1.42,1.4210,1.4210,-0.0010,-0.07,限大额,开放赎回,0.15%
001312,HAXYXLHPZHHA,混合型,华安新优选灵活配置混合A,1.0930,1.0930,1.0930,1.0930,0,0.00,限大额,开放赎回,0.15%
001313,STMGZHHLGP,股票型,上投摩根智慧互联股票,1.40,1.40,1.4220,1.4220,-0.0220,-1.55,开放申购,开放赎回,0.15%
001314,YFDXYHHI,混合型,易方达新益混合I,2.2410,2.2410,2.25,2.25,-0.0090,-0.40,限大额,开放赎回,0.60%
001315,YFDXYHHE,混合型,易方达新益混合E,2.9740,2.9740,2.9870,2.9870,-0.0130,-0.44,限大额,开放赎回,0.00%
001316,AXWJZZHHA,混合型,安信稳健增值混合A,1.4146,1.4696,1.4143,1.4693,0.0003,0.02,限大额,开放赎回,0.10%
001318,DFXCLLHPZHHA,混合型,东方新策略灵活配置混合A,1.3329,1.3329,1.3333,1.3333,-0.0004,-0.03,限大额,开放赎回,0.12%
001319,NYXXCMGP,股票型,农银信息传媒股票,1.3513,1.3513,1.3614,1.3614,-0.0101,-0.74,开放申购,开放赎回,0.15%
001320,GYFYHBLHPZHH,混合型,工银丰盈回报灵活配置混合,2.51,2.51,2.5280,2.5280,-0.0180,-0.71,限大额,开放赎回,0.15%
001322,DWXQS,混合型,东吴新趋势,1.0695,1.0695,1.0708,1.0708,-0.0013,-0.12,开放申购,开放赎回,0.15%
001323,DWYDHLA,混合型,东吴移动互联A,1.8225,1.8225,1.8179,1.8179,0.0046,0.25,开放申购,开放赎回,0.15%
001324,HBXJZHH,混合型,华宝新价值混合,1.5434,1.5434,1.5445,1.5445,-0.0011,-0.07,限大额,开放赎回,0.15%
001325,PHHHHHA,混合型,鹏华弘和混合A,1.3267,1.4227,1.3285,1.4245,-0.0018,-0.14,限大额,开放赎回,0.15%
001326,PHHHHHC,混合型,鹏华弘和混合C,1.3087,1.4007,1.3105,1.4025,-0.0018,-0.14,限大额,开放赎回,0.15%
001327,PHHHHHA,混合型,鹏华弘华混合A,1.3976,1.4526,1.3999,1.4549,-0.0023,-0.16,限大额,开放赎回,0.15%
001328,PHHHHHC,混合型,鹏华弘华混合C,1.2531,1.2531,1.2551,1.2551,-0.0020,-0.16,限大额,开放赎回,0.15%
001329,PHHSHHA,混合型,鹏华弘实混合A,1.3838,1.4388,1.3894,1.4444,-0.0056,-0.40,限大额,开放赎回,0.15%
001330,PHHSHHC,混合型,鹏华弘实混合C,1.4985,1.5385,1.5046,1.5446,-0.0061,-0.41,限大额,开放赎回,0.00%
001331,PHHXHHA,混合型,鹏华弘信混合A,1.5397,1.5710,1.5417,1.5730,-0.0020,-0.13,限大额,开放赎回,0.15%
001332,PHHXHHC,混合型,鹏华弘信混合C,1.37,1.4160,1.3718,1.4178,-0.0018,-0.13,限大额,开放赎回,0.15%
001334,NFLXA,混合型,南方利鑫A,1.4970,1.4970,1.50,1.50,-0.0030,-0.20,限大额,开放赎回,0.15%
001335,NFLZA,混合型,南方利众A,1.50,1.55,1.4990,1.5490,0.0010,0.07,开放申购,开放赎回,0.15%
001336,PHHYHHA,混合型,鹏华弘益混合A,1.5376,1.5376,1.5440,1.5440,-0.0064,-0.41,限大额,开放赎回,0.15%
001337,PHHYHHC,混合型,鹏华弘益混合C,1.5125,1.5125,1.5187,1.5187,-0.0062,-0.41,限大额,开放赎回,0.15%
001338,AXWJZZHHC,混合型,安信稳健增值混合C,1.4168,1.4718,1.4165,1.4715,0.0003,0.02,限大额,开放赎回,0.00%
001339,XYDXLHPZHH,混合型,兴银鼎新灵活配置混合,1.7210,1.7780,1.7370,1.7940,-0.0160,-0.92,开放申购,开放赎回,0.05%
001342,YFDXXHHA,混合型,易方达新享混合A,1.4840,2.02,1.4830,2.0190,0.0010,0.07,限大额,开放赎回,0.60%
001343,YFDXXHHC,混合型,易方达新享混合C,1.2130,1.47,1.2120,1.4690,0.0010,0.08,限大额,开放赎回,0.00%
001344,YFDHS300YYLJA,联接基金,易方达沪深300医药联接A,1.8388,1.8388,1.8691,1.8691,-0.0303,-1.62,开放申购,开放赎回,0.10%
001345,FGXSYLHPZHHA,混合型,富国新收益灵活配置混合A,1.9210,1.9210,1.9310,1.9310,-0.01,-0.52,限大额,开放赎回,0.15%
001347,FGXSYLHPZHHC,混合型,富国新收益灵活配置混合C,1.9950,1.9950,2.0050,2.0050,-0.01,-0.50,限大额,开放赎回,0.00%
001349,FGGGDLHH,混合型,富国改革动力混合,0.9220,0.9220,0.9410,0.9410,-0.0190,-2.02,开放申购,开放赎回,0.15%
001351,NAZZ500ZSZQA,股票指数,诺安中证500指数增强A,1.0188,1.0188,1.0261,1.0261,-0.0073,-0.71,开放申购,开放赎回,0.12%
001352,MSJYXZLHH,混合型,民生加银新战略混合,1.6490,1.7110,1.6520,1.7140,-0.0030,-0.18,限大额,开放赎回,0.15%
001355,GFJTHHA,混合型,广发聚泰混合A,1.1690,1.4760,1.1720,1.4790,-0.0030,-0.26,限大额,开放赎回,0.12%
001356,GFJTHHC,混合型,广发聚泰混合C,1.1640,1.2710,1.1660,1.2730,-0.0020,-0.17,限大额,开放赎回,0.00%
001357,HDHFHHA,混合型,泓德泓富混合A,2.3368,2.4568,2.3589,2.4789,-0.0221,-0.94,开放申购,开放赎回,0.15%
001358,BYXTHHA,混合型,宝盈祥泰混合A,1.1697,1.2753,1.1671,1.2727,0.0026,0.22,限大额,开放赎回,0.15%
001359,GLATXLHPZHHA,混合型,国联安添鑫灵活配置混合A,2.1995,2.2295,2.2181,2.2481,-0.0186,-0.84,限大额,开放赎回,0.15%
001361,JSZZKJCMTX150ETFLJ,联接基金,景顺中证科技传媒通信150ETF联接,0.7810,0.7810,0.7750,0.7750,0.0060,0.77,开放申购,开放赎回,0.12%
001362,JSCCLXHBHHA,混合型,景顺长城领先回报混合A,1.53,1.5890,1.5310,1.59,-0.0010,-0.07,限大额,开放赎回,0.10%
001363,CCJHLHPZHH,混合型,长城久惠灵活配置混合,1.7694,1.7694,1.7749,1.7749,-0.0055,-0.31,开放申购,开放赎回,0.15%
001364,DCJRLHPZHH,混合型,大成景润灵活配置混合,1.1610,1.1610,1.1660,1.1660,-0.0050,-0.43,限大额,开放赎回,0.15%
001365,DCZXHBLHPZHH,混合型,大成正向回报灵活配置混合,1.5940,1.5940,1.6230,1.6230,-0.0290,-1.79,开放申购,开放赎回,0.15%
001366,JYCYZHHH,混合型,金鹰产业整合混合,1.6920,1.6920,1.7090,1.7090,-0.0170,-0.99,开放申购,开放赎回,0.15%
001367,DBXTLZQA,债券型,德邦新添利债券A,1.1656,1.4136,1.1652,1.4132,0.0004,0.03,开放申购,开放赎回,0.08%
001368,XYWGSYYNLCZQ,定开债券,兴业稳固收益一年理财债券,,,,,,,暂停申购,暂停赎回,0.60%
001369,XYWGSYLNLCZQ,定开债券,兴业稳固收益两年理财债券,,,,,,,暂停申购,暂停赎回,0.06%
001370,ZYXQSHH,混合型,中银新趋势混合,1.5590,1.5590,1.5610,1.5610,-0.0020,-0.13,开放申购,开放赎回,0.15%
001371,FGHGSJZHHA,混合型,富国沪港深价值混合A,1.8780,2.3250,1.90,2.3470,-0.0220,-1.16,开放申购,开放赎回,0.15%
001373,YFDXSLLHPZHH,混合型,易方达新丝路灵活配置混合,1.88,1.88,1.9040,1.9040,-0.0240,-1.26,开放申购,开放赎回,0.15%
001375,JYSAYZJXHHC,混合型,金元顺安优质精选混合C,1.78,1.78,1.7950,1.7950,-0.0150,-0.84,开放申购,开放赎回,0.00%
001376,HDHFHHC,混合型,泓德泓富混合C,2.2788,2.3988,2.3004,2.4204,-0.0216,-0.94,开放申购,开放赎回,0.08%
001379,JSCCLXHBHHC,混合型,景顺长城领先回报混合C,1.7280,1.7950,1.7290,1.7960,-0.0010,-0.06,限大额,开放赎回,0.00%
001380,PHHSHHC,混合型,鹏华弘盛混合C,2.0188,2.0188,2.02,2.02,-0.0012,-0.06,限大额,开放赎回,0.15%
001381,PHHZHHC,混合型,鹏华弘泽混合C,1.4171,1.4171,1.4207,1.4207,-0.0036,-0.25,限大额,开放赎回,0.00%
001382,YFDGQGGHH,混合型,易方达国企改革混合,2.7220,2.7220,2.75,2.75,-0.0280,-1.02,开放申购,开放赎回,0.15%
001384,DFXSLHHA,混合型,东方新思路混合A,1.8871,1.8871,1.9085,1.9085,-0.0214,-1.12,开放申购,开放赎回,0.08%
001385,DFXSLHHC,混合型,东方新思路混合C,1.8462,1.8462,1.8671,1.8671,-0.0209,-1.12,开放申购,开放赎回,0.00%
001387,ZRXJJHHA,混合型,中融新经济混合A,3.9980,4.5760,4,4.5780,-0.0020,-0.05,开放申购,开放赎回,0.15%
001388,ZRXJJHHC,混合型,中融新经济混合C,2.42,2.5660,2.4210,2.5670,-0.0010,-0.04,开放申购,开放赎回,0.00%
001392,GFJRDCHHA,混合型,国富金融地产混合A,1.4626,1.4626,1.4687,1.4687,-0.0061,-0.42,开放申购,开放赎回,0.15%
001393,GFJRDCHHC,混合型,国富金融地产混合C,1.5305,1.5305,1.5369,1.5369,-0.0064,-0.42,开放申购,开放赎回,0.00%
001396,JXHLWCYSJGP,股票型,建信互联网+产业升级股票,1.3780,1.3780,1.3940,1.3940,-0.0160,-1.15,开放申购,开放赎回,0.15%
001397,JXJGZZZSZQ,股票指数,建信精工制造指数增强,1.8568,1.8568,1.8717,1.8717,-0.0149,-0.80,开放申购,开放赎回,0.15%
001398,HTBRJKSHHH,混合型,华泰柏瑞健康生活混合,1.7610,1.7610,1.7850,1.7850,-0.0240,-1.34,开放申购,开放赎回,0.15%
001399,AXXADLHHA,混合型,安信鑫安得利混合A,1.5636,1.5636,1.5624,1.5624,0.0012,0.08,限大额,开放赎回,0.08%
001400,AXXADLHHC,混合型,安信鑫安得利混合C,1.5369,1.5369,1.5357,1.5357,0.0012,0.08,限大额,开放赎回,0.00%
001402,XCXXHHA,混合型,信诚新选混合A,1.2770,1.2770,1.2790,1.2790,-0.0020,-0.16,限大额,开放赎回,0.15%
001403,ZSGQGGZTHHJJ,混合型,招商国企改革主题混合基金,1.6940,1.6940,1.7120,1.7120,-0.0180,-1.05,开放申购,开放赎回,0.15%
001404,ZSYDHLWCYGPJJ,股票型,招商移动互联网产业股票基金,1.3240,1.3240,1.3010,1.3010,0.0230,1.77,开放申购,开放赎回,0.15%
001405,DFHCLJXHHA,混合型,东方红策略精选混合A,1.3486,1.4686,1.3467,1.4667,0.0019,0.14,开放申购,开放赎回,1.00%
001406,DFHCLJXHHC,混合型,东方红策略精选混合C,1.2755,1.3755,1.2737,1.3737,0.0018,0.14,开放申购,开放赎回,0.00%
001407,JSCCWJHBHHC,混合型,景顺长城稳健回报混合C,1.3890,1.3890,1.3910,1.3910,-0.0020,-0.14,限大额,开放赎回,0.00%
001408,JXXFHBLHPZHHA,混合型,建信鑫丰回报灵活配置混合A,1.2921,1.2921,1.2954,1.2954,-0.0033,-0.25,限大额,开放赎回,0.15%
001409,GYHLWJGP,股票型,工银互联网加股票,0.7390,0.7390,0.7450,0.7450,-0.0060,-0.81,开放申购,开放赎回,0.15%
001410,XDAYXNYCYGP,股票型,信达澳银新能源产业股票,3.8860,3.9480,3.8820,3.9440,0.0040,0.10,开放申购,开放赎回,0.15%
001411,NACXQDHHA,混合型,诺安创新驱动混合A,1.1610,1.2760,1.1650,1.28,-0.0040,-0.34,限大额,开放赎回,0.15%
001412,DBXXJZLHPZHHA,混合型,德邦鑫星价值灵活配置混合A,1.3357,1.4737,1.3377,1.4757,-0.0020,-0.15,开放申购,开放赎回,0.15%
001413,ZRXQDHHA,混合型,中融鑫起点混合A,1.3635,1.4135,1.3926,1.4426,-0.0291,-2.09,暂停申购,开放赎回,0.15%
001414,ZRXQDHHC,混合型,中融鑫起点混合C,1.2908,1.3408,1.3184,1.3684,-0.0276,-2.09,暂停申购,开放赎回,0.00%
001415,XCXRHHA,混合型,信诚新锐混合A,1.0340,1.1550,1.0360,1.1570,-0.0020,-0.19,限大额,开放赎回,0.15%
001416,JSSJQDGP,股票型,嘉实事件驱动股票,1.4030,1.4030,1.4220,1.4220,-0.0190,-1.34,开放申购,开放赎回,0.15%
001417,HTFYLFWHH,混合型,汇添富医疗服务混合,2.1610,2.1610,2.1860,2.1860,-0.0250,-1.14,开放申购,开放赎回,0.15%
001418,TDHLCYHHA,混合型,泰达宏利创益混合A,1.6190,1.6190,1.6130,1.6130,0.0060,0.37,开放申购,开放赎回,0.10%
001419,TDHLXSLHHA,混合型,泰达宏利新思路混合A,1.6210,1.7110,1.6210,1.7110,0,0.00,开放申购,开放赎回,0.15%
001420,NFDSJ300A,股票指数,南方大数据300A,1.6563,1.6563,1.6704,1.6704,-0.0141,-0.84,开放申购,开放赎回,0.12%
001421,NFLHCZ,股票型,南方量化成长,1.6170,1.6170,1.6520,1.6520,-0.0350,-2.12,开放申购,开放赎回,0.15%
001422,JSCCAXHBHHA,混合型,景顺长城安享回报混合A,1.3720,1.4630,1.3740,1.4650,-0.0020,-0.15,限大额,开放赎回,0.10%
001423,JSCCAXHBHHC,混合型,景顺长城安享回报混合C,1.3530,1.4440,1.3550,1.4460,-0.0020,-0.15,限大额,开放赎回,0.00%
001424,BSXQDHHA,混合型,博时新起点混合A,2.1719,2.1719,2.1766,2.1766,-0.0047,-0.22,限大额,开放赎回,0.10%
001425,BSXQDHHC,混合型,博时新起点混合C,2.1685,2.1685,2.1733,2.1733,-0.0048,-0.22,限大额,开放赎回,0.10%
001426,NFDSJ300C,股票指数,南方大数据300C,1.6235,1.6235,1.6373,1.6373,-0.0138,-0.84,开放申购,开放赎回,0.00%
001427,ZSFZHHA,混合型,招商丰泽混合A,1.45,1.45,1.45,1.45,0,0.00,限大额,开放赎回,0.15%
001428,GYRXLHPZHHB,混合型,工银瑞信灵活配置混合B,,,,,,,限大额,开放赎回,
001430,ZYLXSYLHPZHH,混合型,中邮乐享收益灵活配置混合,1.4660,1.5260,1.4670,1.5270,-0.0010,-0.07,开放申购,开放赎回,0.15%
001433,YFDRJHH,混合型,易方达瑞景混合,1.5260,1.5260,1.5260,1.5260,0,0.00,限大额,开放赎回,0.15%
001437,YFDRXHHI,混合型,易方达瑞享混合I,2.3250,2.3250,2.3820,2.3820,-0.0570,-2.39,开放申购,开放赎回,0.06%
001438,YFDRXHHE,混合型,易方达瑞享混合E,1.90,1.90,1.9470,1.9470,-0.0470,-2.41,开放申购,开放赎回,0.00%
001441,YFDRXHHI,混合型,易方达瑞信混合I,1.44,1.44,1.44,1.44,0,0.00,限大额,开放赎回,0.06%
001442,YFDRXHHE,混合型,易方达瑞信混合E,1.4310,1.4310,1.4310,1.4310,0,0.00,限大额,开放赎回,0.00%
001443,YFDRXLHPZHHI,混合型,易方达瑞选灵活配置混合I,1.63,1.8170,1.6370,1.8240,-0.0070,-0.43,开放申购,开放赎回,0.06%
001444,YFDRXLHPZHHE,混合型,易方达瑞选灵活配置混合E,1.61,1.7950,1.6170,1.8020,-0.0070,-0.43,开放申购,开放赎回,0.00%
001445,HAGQGGZTLHPZHH,混合型,华安国企改革主题灵活配置混合,3.4820,3.4820,3.5070,3.5070,-0.0250,-0.71,开放申购,开放赎回,0.15%
001446,ZSFZHHC,混合型,招商丰泽混合C,1.4280,1.4280,1.4290,1.4290,-0.0010,-0.07,限大额,开放赎回,0.15%
001447,THHLHH,混合型,天弘惠利混合,1.6795,1.6795,1.6862,1.6862,-0.0067,-0.40,限大额,开放赎回,1.00%
001448,HSSYPHHH,混合型,华商双翼平衡混合,1.3340,1.3340,1.3510,1.3510,-0.0170,-1.26,开放申购,开放赎回,0.12%
001449,HSSQYXHH,混合型,华商双驱优选混合,1.6190,1.8090,1.6430,1.8330,-0.0240,-1.46,开放申购,开放赎回,0.15%
001453,PHHXHHA,混合型,鹏华弘鑫混合A,1.2373,1.3063,1.2425,1.3115,-0.0052,-0.42,限大额,开放赎回,0.15%
001454,PHHXHHC,混合型,鹏华弘鑫混合C,1.2207,1.2897,1.2258,1.2948,-0.0051,-0.42,限大额,开放赎回,0.15%
001455,JSCCZZ500ETFLJ,联接基金,景顺长城中证500ETF联接,0.9380,0.9380,0.9440,0.9440,-0.0060,-0.64,开放申购,开放赎回,0.12%
001457,HSXCTHH,混合型,华商新常态混合,1.3910,1.9340,1.4030,1.9460,-0.0120,-0.86,开放申购,开放赎回,0.15%
001463,GDYDYLHH,混合型,光大一带一路混合,1.5510,1.5510,1.5620,1.5620,-0.0110,-0.70,开放申购,开放赎回,0.15%
001464,GDDXHHA,混合型,光大鼎鑫混合A,1.3170,1.4270,1.3220,1.4320,-0.0050,-0.38,限大额,开放赎回,0.08%
001466,HFYXLHPZHHA,混合型,华富永鑫灵活配置混合A,1.0963,1.0963,1.0983,1.0983,-0.0020,-0.18,开放申购,开放赎回,0.15%
001467,HFYXLHPZHHC,混合型,华富永鑫灵活配置混合C,1.0702,1.0702,1.0722,1.0722,-0.0020,-0.19,开放申购,开放赎回,0.00%
001468,GFGGHH,混合型,广发改革混合,1.33,1.33,1.34,1.34,-0.01,-0.75,开放申购,开放赎回,0.15%
001469,GFZZQZJRDCLJA,联接基金,广发中证全指金融地产联接A,1.1997,1.1997,1.2094,1.2094,-0.0097,-0.80,开放申购,开放赎回,0.12%
001470,RTTXLHPZHH,混合型,融通通鑫灵活配置混合,1.4050,1.4640,1.4090,1.4680,-0.0040,-0.28,限大额,开放赎回,0.15%
001471,RTXNYLHPZHH,混合型,融通新能源灵活配置混合,2.2440,2.3640,2.2760,2.3960,-0.0320,-1.41,开放申购,开放赎回,0.15%
001473,JXDAQZLJXGP,股票型,建信大安全战略精选股票,3.1577,3.1577,3.1745,3.1745,-0.0168,-0.53,开放申购,开放赎回,0.15%
001474,XYFYLHPZ,混合型,兴银丰盈灵活配置,2.3499,2.3499,2.3892,2.3892,-0.0393,-1.64,开放申购,开放赎回,0.05%
001475,YFDGFJGHH,混合型,易方达国防军工混合,1.6260,1.6260,1.6650,1.6650,-0.0390,-2.34,开放申购,开放赎回,0.15%
001476,ZYZNZZGP,股票型,中银智能制造股票,1.7470,1.7470,1.7680,1.7680,-0.0210,-1.19,开放申购,开放赎回,0.15%
