基金代码,scale,m_fee,c_fee,sale_fee,sub_fee
007367,0.04,0.15,0.05,0.1,0.00
007368,10.08,1.5,0.25,0.0,0.15
007369,1.07,1.5,0.25,0.5,0.00
007371,32.78,0.25,0.08,0.0,0.06
007372,0.12,0.25,0.08,0.1,0.00
007379,0.95,0.15,0.05,0.0,0.05
007380,0.56,0.15,0.05,0.1,0.00
007381,0.27,1.5,0.25,0.0,1.50
007382,0.14,1.5,0.25,0.2,0.00
007388,1.73,1.5,0.25,0.0,0.15
007389,0.37,1.5,0.25,0.8,0.00
007390,19.96,0.15,0.05,0.0,0.08
007391,1.44,0.6,0.2,0.0,0.08
007392,0.01,0.6,0.2,0.1,0.00
007393,2.21,1.5,0.25,0.0,1.50
007394,0.06,0.28,0.1,0.0,0.04
007395,0.01,0.28,0.1,0.3,0.00
007397,0.19,0.75,0.15,0.4,0.00
007398,0.04,0.7,0.2,0.4,0.00
007401,19.53,0.6,0.2,0.0,0.08
007402,1.29,0.6,0.2,0.4,0.00
007403,1.03,0.3,0.1,0.0,0.08
007404,1.11,1.0,0.15,0.4,0.00
007405,0.09,0.5,0.15,0.4,0.00
007406,0.51,0.3,0.1,0.0,0.80
007407,2.12,1.0,0.2,0.0,0.08
007408,0.57,0.3,0.1,0.0,0.60
007409,0.0,0.3,0.1,0.4,0.00
007410,0.15,0.5,0.1,0.0,0.12
007411,0.03,0.5,0.1,0.3,0.00
007412,82.46,1.5,0.25,0.0,0.15
007413,0.09,1.0,0.15,0.3,0.00
007417,5.55,0.6,0.15,0.0,0.08
007418,0.48,0.6,0.15,0.3,0.00
007420,30.08,0.3,0.1,0.0,0.80
007421,0.36,1.0,0.2,0.0,0.12
007422,0.02,1.0,0.2,0.5,0.00
007423,0.36,0.6,0.1,0.0,0.08
007424,0.16,0.6,0.1,0.1,0.00
007426,2.01,0.3,0.1,0.0,0.03
007431,0.45,0.5,0.1,0.0,0.08
007433,6.55,0.3,0.1,0.0,0.06
007439,0.19,1.2,0.2,0.0,0.15
007440,2.12,0.3,0.1,0.0,0.80
007441,0.0,0.3,0.1,0.4,0.00
007443,0.2,0.3,0.1,0.25,0.00
007445,4.04,0.3,0.1,0.0,0.80
007446,0.68,0.7,0.2,0.4,0.00
007447,8.16,0.3,0.1,0.0,0.80
007449,19.7,1.5,0.25,0.0,0.15
007450,2.35,1.5,0.25,0.6,0.00
007452,0.03,0.2,0.08,0.0,0.03
007453,0.61,0.2,0.08,0.1,0.00
007455,14.75,1.8,0.35,0.0,0.15
007456,3.14,0.25,0.1,0.0,0.04
007457,1.18,0.25,0.1,0.18,0.00
007458,0.08,0.25,0.1,0.01,0.00
007460,8.4,1.5,0.25,0.0,0.15
007463,0.22,1.2,0.2,0.2,0.00
007464,7.44,0.5,0.15,0.0,0.12
007465,3.45,0.5,0.15,0.4,0.00
007466,0.29,0.5,0.1,0.0,0.12
007467,0.05,0.5,0.1,0.25,0.00
007468,1.04,1.5,0.25,0.0,0.15
007469,0.81,1.5,0.25,0.4,0.00
007470,4.29,1.1,0.15,0.0,0.12
007471,3.1,1.1,0.15,0.4,0.00
007472,6.73,0.5,0.1,0.0,0.12
007473,2.52,0.5,0.1,0.4,0.00
007474,3.01,0.5,0.1,0.0,0.12
007475,1.79,0.5,0.1,0.4,0.00
007476,0.43,0.6,0.1,0.0,0.08
007477,0.01,0.6,0.1,0.3,0.00
007481,2.24,1.5,0.25,0.0,0.15
007484,6.34,1.5,0.25,0.0,0.15
007485,3.08,0.15,0.05,0.0,0.05
007486,0.06,0.15,0.05,0.1,0.00
007490,52.99,1.5,0.25,0.0,0.15
007491,9.96,1.5,0.25,0.8,0.00
007492,16.21,0.3,0.1,0.0,0.08
007493,35.9,1.5,0.25,0.0,1.50
007494,13.96,1.5,0.25,0.6,0.00
007495,0.0,0.15,0.05,0.1,0.00
007497,21.85,1.5,0.25,0.0,1.50
007499,0.41,1.5,0.25,0.4,0.00
007505,0.35,0.5,0.1,0.0,0.12
007506,0.71,0.5,0.1,0.3,0.00
007507,45.74,0.15,0.05,0.0,0.05
007508,5.71,0.15,0.05,0.1,0.00
007509,1.75,0.6,0.15,0.1,0.00
007510,23.9,0.3,0.1,0.0,0.80
007511,0.0,0.3,0.1,0.4,0.00
007516,30.52,0.3,0.1,0.0,0.70
007518,2.36,1.5,0.25,0.0,0.15
007519,2.05,1.5,0.25,0.5,0.00
007520,2.73,0.3,0.1,0.0,0.06
007523,13.32,1.5,0.25,0.0,0.15
007524,1.09,1.5,0.25,0.6,0.00
007527,1.12,1.5,0.25,0.0,0.15
007528,0.71,1.5,0.25,0.5,0.00
007529,0.61,0.3,0.1,0.0,0.40
007530,0.0,0.3,0.1,0.4,0.00
007531,30.2,0.5,0.1,0.4,0.00
007536,0.67,0.3,0.1,0.0,0.08
007537,10.99,0.3,0.1,0.0,0.80
007540,16.4,0.3,0.1,0.0,0.08
007541,0.6,0.5,0.1,0.0,0.12
007542,1.35,0.3,0.1,0.0,0.03
007543,0.01,0.3,0.1,0.2,0.00
007546,0.62,0.3,0.1,0.0,0.70
007548,6.06,1.5,0.25,0.0,0.15
007549,4.15,1.5,0.25,0.0,0.15
007550,0.04,1.5,0.1,0.1,0.00
007553,2.1,1.0,0.2,0.4,0.00
007554,0.0,0.3,0.1,0.0,0.08
007555,8.81,0.3,0.1,0.0,0.06
007556,0.21,0.3,0.1,0.1,0.00
007557,1.07,0.7,0.2,0.0,0.08
007558,0.04,0.7,0.2,0.4,0.00
007564,1.02,0.3,0.1,0.0,0.60
007565,0.0,0.3,0.1,0.4,0.00
007566,1.0,0.3,0.1,0.0,0.80
007569,0.55,1.0,0.2,0.6,0.00
007571,0.04,0.5,0.1,0.4,0.00
007574,0.14,1.5,0.25,0.8,0.00
007577,0.0,0.6,0.2,0.3,0.00
007578,0.21,1.5,0.25,0.8,0.00
007579,0.71,1.5,0.25,0.8,0.00
007582,8.49,0.3,0.1,0.0,0.03
007583,1.9,0.3,0.1,0.4,0.00
007590,1.3,1.5,0.25,0.0,0.15
007592,6.14,1.5,0.25,0.0,0.15
007593,1.11,0.45,0.1,0.0,0.12
007594,0.23,0.45,0.1,0.4,0.00
007601,1.02,0.3,0.1,0.0,0.08
007602,0.0,0.3,0.1,0.1,0.00
007603,1.12,0.3,0.1,0.0,0.04
007604,0.19,0.3,0.1,0.3,0.00
007605,0.2,0.5,0.1,0.0,0.12
007606,0.09,0.5,0.1,0.4,0.00
007609,1.57,0.7,0.15,0.0,0.06
007610,3.12,0.7,0.15,0.4,0.00
007611,5.03,0.3,0.1,0.0,0.06
007612,0.01,0.3,0.1,0.1,0.00
007613,0.47,1.5,0.1,0.0,0.15
007614,0.16,1.0,0.2,0.0,0.15
007615,0.27,1.0,0.2,0.6,0.00
007628,1.92,0.8,0.22,0.0,0.08
007629,0.4,0.8,0.22,0.4,0.00
007630,1.92,0.8,0.22,0.0,0.80
007631,0.4,0.8,0.22,0.4,0.00
007632,2.8,1.4,0.2,0.2,0.00
007637,0.01,0.3,0.08,0.3,0.00
007638,0.69,1.0,0.2,0.0,0.15
007640,0.11,0.3,0.1,0.0,0.08
007643,14.63,0.6,0.15,0.0,0.12
007644,19.96,0.3,0.1,0.0,0.80
007649,1.55,0.6,0.1,0.0,0.08
007650,0.5,0.9,0.2,0.0,0.12
007651,0.83,0.9,0.2,0.0,0.12
007652,0.36,0.6,0.15,0.0,0.08
007655,3.22,0.3,0.1,0.0,0.04
007656,0.44,0.3,0.1,0.4,0.00
007657,11.45,0.5,0.05,0.0,1.20
007658,1.88,0.5,0.05,0.4,0.00
007660,0.39,0.6,0.15,0.0,0.12
007661,1.4,1.0,0.2,0.0,0.12
007662,0.28,0.9,0.15,0.0,0.12
007664,0.89,0.15,0.05,0.0,0.10
007665,0.33,0.15,0.05,0.1,0.00
007666,0.83,0.6,0.2,0.0,0.08
007667,1.87,0.6,0.2,0.4,0.00
007668,0.28,0.9,0.15,0.0,0.15
007670,0.61,0.25,0.05,0.0,0.80
007671,0.82,0.75,0.1,0.0,0.12
007672,0.18,0.75,0.1,0.4,0.00
007673,2.37,0.6,0.15,0.0,0.08
007674,0.44,1.5,0.25,0.0,0.15
007675,0.19,1.5,0.25,0.8,0.00
007678,0.85,1.5,0.25,0.0,0.15
007679,0.01,1.5,0.25,0.3,0.00
007683,0.72,0.6,0.2,0.0,0.08
007684,0.42,0.6,0.2,0.3,0.00
007685,3.63,1.2,0.2,0.0,0.15
007687,5.11,0.8,0.16,0.012,0.00
007688,0.15,0.9,0.15,0.0,0.12
007689,5.62,1.5,0.25,0.0,0.15
007690,3.37,1.5,0.25,0.4,0.00
007694,0.02,0.9,0.15,0.4,0.00
007695,0.01,0.9,0.15,0.0,0.12
007697,0.36,0.65,0.2,0.0,0.08
007698,0.01,0.65,0.2,0.4,0.00
007703,35.14,0.3,0.1,0.0,0.80
007704,0.0,0.3,0.1,0.1,0.00
007705,5.89,0.6,0.15,0.0,0.12
007706,3.13,0.3,0.1,0.0,0.80
007707,0.0,0.3,0.1,0.4,0.00
007713,1.53,1.5,0.25,0.0,0.15
007714,6.79,0.3,0.1,0.0,0.08
007715,0.01,0.3,0.1,0.4,0.00
007716,0.55,0.3,0.1,0.0,0.80
007718,6.93,1.5,0.25,0.0,0.15
007721,0.24,0.6,0.25,0.0,1.00
007722,0.28,0.6,0.25,0.25,0.00
007725,14.81,1.2,0.2,0.0,0.10
007726,6.61,1.2,0.2,0.3,0.00
007729,0.45,1.5,0.25,0.0,0.15
007731,5.44,1.5,0.25,0.0,0.15
007732,0.2,1.5,0.25,0.4,0.00
007733,16.62,1.5,0.25,0.0,0.15
007734,1.88,1.5,0.25,0.6,0.00
007737,6.35,0.8,0.1,0.0,0.15
007740,3.14,0.3,0.1,0.0,0.80
007741,0.0,0.3,0.1,0.3,0.00
007744,0.27,0.6,0.2,0.0,0.05
007745,0.04,0.6,0.2,0.3,0.00
007747,0.58,0.9,0.15,0.0,1.20
007748,1.34,0.7,0.25,0.0,0.60
007750,9.61,1.5,0.25,0.0,0.15
007751,0.64,0.5,0.15,0.0,0.12
007752,4.67,0.7,0.2,0.0,0.08
007753,0.33,0.7,0.2,0.4,0.00
007754,29.06,0.3,0.1,0.0,0.04
007755,0.0,0.3,0.1,0.25,0.00
007760,0.1,0.5,0.15,0.25,0.00
007763,0.0,0.15,0.07,0.0,0.05
007764,0.01,0.15,0.07,0.1,0.00
007765,3.04,0.15,0.05,0.0,0.05
007766,0.01,0.15,0.05,0.1,0.00
007768,0.61,0.3,0.1,0.0,0.08
007770,0.56,1.5,0.2,0.0,0.15
007771,0.09,1.5,0.2,0.4,0.00
007772,50.74,0.3,0.1,0.0,0.80
007775,0.21,1.5,0.25,0.0,0.15
007776,0.25,1.5,0.25,0.5,0.00
007777,9.48,1.5,0.2,0.0,0.15
007779,0.27,0.8,0.2,0.0,0.08
007780,0.33,0.8,0.15,0.0,0.08
007782,0.16,0.5,0.1,0.0,0.12
007783,0.07,0.5,0.1,0.1,0.00
007784,0.32,0.15,0.05,0.0,0.12
007785,0.18,0.15,0.05,0.1,0.00
007786,0.19,0.15,0.05,0.0,0.12
007787,0.03,0.15,0.05,0.4,0.00
007788,0.23,0.15,0.05,0.0,0.06
007789,0.03,0.15,0.05,0.1,0.00
007790,3.23,0.25,0.05,0.0,0.03
007791,0.67,0.25,0.05,0.3,0.00
007792,0.35,0.15,0.05,0.0,0.12
007793,0.03,0.15,0.05,0.2,0.00
007794,0.31,1.0,0.2,0.4,0.00
007795,2.08,1.0,0.2,0.4,0.00
007796,0.45,0.15,0.05,0.0,0.12
007797,0.05,0.15,0.05,0.4,0.00
007799,0.1,0.65,0.22,0.3,0.00
007800,0.09,0.65,0.15,0.3,0.00
007801,0.49,0.75,0.15,0.1,0.00
007804,2.05,1.0,0.18,0.4,0.00
007806,0.48,1.0,0.2,0.0,0.15
007807,0.89,1.0,0.2,0.4,0.00
007808,0.58,1.5,0.25,0.0,0.15
007809,0.31,0.15,0.05,0.0,0.12
007810,0.02,0.15,0.05,0.4,0.00
007811,1.43,1.5,0.2,0.0,0.12
007812,0.65,1.5,0.2,0.5,0.00
007813,0.05,0.5,0.15,0.0,0.12
007814,0.03,0.5,0.15,0.2,0.00
007815,1.19,0.5,0.1,0.0,0.12
007816,0.65,0.5,0.1,0.2,0.00
007817,1.38,0.5,0.1,0.0,0.10
007818,4.13,0.5,0.1,0.3,0.00
007825,0.88,1.5,0.2,0.0,1.50
007826,1.05,1.5,0.2,0.5,0.00
007831,3.51,1.3,0.22,0.0,1.20
007832,3.55,1.3,0.22,0.3,0.00
007833,0.22,0.7,0.2,0.0,0.08
007834,0.1,0.7,0.2,0.4,0.00
007835,18.28,1.5,0.25,0.0,0.15
007837,15.79,0.5,0.1,0.0,0.08
007839,1.11,0.15,0.05,0.0,0.12
007840,0.15,0.15,0.05,0.3,0.00
007842,0.19,0.5,0.1,0.0,0.12
007843,0.22,0.5,0.1,0.4,0.00
007846,1.01,0.25,0.05,0.0,0.05
007847,0.0,0.25,0.05,0.1,0.00
007850,1.81,0.8,0.1,0.0,0.15
007851,0.17,0.8,0.1,0.15,0.00
007853,3.6,1.2,0.2,0.0,0.15
007854,5.11,1.5,0.25,0.0,0.15
007856,0.37,0.15,0.05,0.0,0.06
007857,0.13,0.15,0.05,0.1,0.00
007859,0.57,0.3,0.1,0.0,0.03
007860,0.0,0.3,0.1,0.1,0.00
007871,5.23,0.3,0.1,0.0,0.60
007872,0.53,1.5,0.15,0.0,0.15
007873,7.93,0.5,0.1,0.0,0.10
007874,8.93,0.5,0.1,0.4,0.00
007875,0.11,1.2,0.2,0.0,0.12
007876,0.04,1.2,0.2,0.2,0.00
007877,6.56,0.3,0.1,0.0,0.08
007878,1.7,0.3,0.1,0.2,0.00
007879,5.32,0.5,0.1,0.0,0.80
007880,6.45,1.5,0.25,0.0,1.50
007881,1.33,1.5,0.25,0.8,0.00
007882,4.79,0.5,0.1,0.1,0.00
007883,1.34,0.5,0.1,0.1,0.00
007885,0.39,0.3,0.1,0.0,0.10
007886,0.0,0.3,0.1,0.2,0.00
007888,1.59,0.3,0.1,0.0,0.08
007893,1.02,1.5,0.25,0.0,0.15
007894,0.86,1.5,0.25,0.8,0.00
007895,12.07,1.5,0.25,0.0,0.15
007896,0.65,1.5,0.2,0.0,0.12
007897,0.18,1.5,0.2,0.4,0.00
007901,4.55,0.3,0.1,0.0,0.04
007902,0.4,0.3,0.1,0.4,0.00
007903,3.1,1.5,0.25,0.0,0.15
007904,0.31,1.0,0.2,0.0,0.15
007907,0.2,0.3,0.1,0.2,0.00
007910,0.24,0.6,0.1,0.0,0.12
007911,1.04,0.6,0.1,0.4,0.00
007912,2.39,0.3,0.1,0.6,0.00
007920,0.0,0.3,0.07,0.1,0.00
007926,0.03,0.3,0.1,0.2,0.00
007927,0.0,0.3,0.1,0.01,0.00
007929,0.27,0.7,0.2,0.0,0.08
007932,0.48,0.15,0.05,0.0,0.12
007941,0.01,0.3,0.1,0.0,0.08
007942,0.01,0.3,0.1,0.4,0.00
007943,0.52,0.75,0.15,0.0,0.12
007945,0.13,1.5,0.25,0.5,0.00
007946,9.83,0.15,0.05,0.0,0.05
007947,0.0,0.15,0.05,0.1,0.00
007950,0.26,1.5,0.25,0.6,0.00
007951,0.89,0.7,0.2,0.3,0.00
007953,2.04,0.3,0.1,0.0,0.60
007954,0.51,0.3,0.1,0.0,0.60
007955,0.01,0.4,0.1,0.4,0.00
007962,1.94,0.15,0.05,0.0,0.05
007963,0.02,0.15,0.05,0.1,0.00
007964,0.12,0.6,0.2,0.4,0.00
007965,0.43,1.5,0.25,0.0,0.15
007966,0.31,1.5,0.25,0.4,0.00
007968,14.6,1.5,0.25,0.0,0.15
007969,3.21,0.5,0.2,0.25,0.00
007975,0.45,1.5,0.25,0.0,1.50
007981,1.0,0.3,0.1,0.0,0.05
007982,0.0,0.3,0.1,0.2,0.00
007983,0.94,0.5,0.1,0.0,0.12
007984,0.62,0.5,0.1,0.3,0.00
007985,6.99,0.3,0.1,0.0,0.08
007986,13.1,0.3,0.1,0.0,0.80
007992,1.82,0.5,0.1,0.0,0.12
007993,1.28,0.5,0.1,0.3,0.00
008001,0.33,0.15,0.05,0.2,0.00
008005,0.51,0.15,0.05,0.0,0.60
008006,0.0,0.15,0.05,0.1,0.00
008008,0.16,0.6,0.2,0.28,0.00
008009,4.41,1.5,0.25,0.0,0.15
008010,0.58,0.3,0.1,0.0,0.04
008011,0.03,0.3,0.1,0.4,0.00
008015,13.82,0.15,0.05,0.0,0.50
008016,0.0,0.15,0.05,0.1,0.00
008020,0.3,0.5,0.1,0.0,0.10
008021,0.2,0.5,0.1,0.3,0.00
008022,0.01,0.27,0.08,0.01,0.00
008025,12.14,1.0,0.25,0.0,0.12
008026,8.56,1.0,0.25,0.4,0.00
008035,2.72,0.6,0.1,0.0,0.04
008036,2.65,0.6,0.1,0.4,0.00
008037,0.75,1.5,0.25,0.0,0.15
008038,0.42,1.5,0.25,0.8,0.00
008040,38.65,0.2,0.05,0.0,0.50
008042,13.29,0.3,0.05,0.0,0.05
008043,0.0,0.3,0.05,0.1,0.00
008044,6.27,0.7,0.15,0.0,0.08
008045,1.15,0.7,0.15,0.4,0.00
008050,0.39,1.2,0.2,0.0,0.15
008051,0.1,1.2,0.2,0.4,0.00
008052,0.59,0.25,0.05,0.0,0.10
008053,0.16,0.25,0.05,0.4,0.00
008054,1.02,0.15,0.05,0.0,0.05
008055,0.03,0.15,0.05,0.1,0.00
008056,1.42,1.0,0.2,0.0,0.15
008057,0.44,1.0,0.2,0.4,0.00
008060,13.75,1.5,0.25,0.0,0.15
008061,0.28,0.6,0.1,0.0,0.10
008062,0.22,0.6,0.1,0.2,0.00
008063,58.96,1.5,0.25,0.0,0.15
008065,72.39,1.5,0.25,0.0,0.15
008066,8.12,1.5,0.25,0.6,0.00
008067,1.06,0.3,0.1,0.0,0.04
008068,0.02,0.3,0.1,0.4,0.00
008069,1.83,0.8,0.2,0.0,0.08
008070,0.29,0.8,0.2,0.4,0.00
008071,13.17,0.6,0.1,1.5,0.00
008072,1.69,1.2,0.2,0.0,0.15
008075,12.54,1.5,0.25,0.0,0.15
008076,1.05,1.5,0.25,0.8,0.00
008077,0.02,1.5,0.25,0.0,0.15
008078,0.52,1.5,0.25,0.0,0.15
008080,0.0,0.2,0.05,0.3,0.00
008082,0.32,1.5,0.25,0.0,0.15
008083,0.08,1.5,0.25,0.3,0.00
008084,2.04,1.5,0.25,0.4,0.00
008085,5.04,1.5,0.25,0.0,0.15
008086,41.76,0.5,0.1,0.0,0.12
008087,49.53,0.5,0.1,0.3,0.00
008088,0.36,0.5,0.1,0.0,0.12
008089,0.34,0.5,0.1,0.3,0.00
008091,1.87,1.5,0.25,0.0,0.15
008092,3.24,1.5,0.25,0.4,0.00
008093,0.51,1.5,0.2,0.0,0.15
008094,0.17,1.5,0.2,0.4,0.00
008095,0.93,0.8,0.25,0.0,0.08
008096,0.13,0.8,0.25,0.4,0.00
008097,0.93,0.8,0.25,0.0,0.80
008098,0.13,0.8,0.25,0.4,0.00
008099,3.95,1.5,0.25,0.0,0.15
008100,0.32,0.3,0.1,0.0,0.12
008101,0.19,0.3,0.1,0.1,0.00
008107,3.07,1.5,0.25,0.0,0.15
008108,2.29,0.25,0.1,0.0,0.03
008109,0.02,0.25,0.1,0.3,0.00
008112,0.46,0.5,0.05,0.0,0.10
008113,0.52,0.5,0.05,0.4,0.00
008114,0.26,0.5,0.1,0.0,0.10
008115,0.55,0.5,0.1,0.2,0.00
008116,1.31,1.5,0.25,0.0,0.15
008120,39.95,1.5,0.25,0.0,0.15
008121,6.24,1.5,0.25,0.5,0.00
008122,0.92,0.3,0.08,0.0,0.04
008123,0.1,0.3,0.08,0.4,0.00
008124,0.01,0.6,0.2,0.3,0.00
008125,3.52,0.15,0.05,0.0,0.05
008126,0.49,0.15,0.05,0.1,0.00
008127,17.67,0.6,0.15,0.4,0.00
008128,1.26,1.5,0.25,0.0,0.15
008129,0.95,1.5,0.25,0.5,0.00
008131,102.13,1.5,0.25,0.0,0.15
008132,15.17,1.5,0.25,0.0,0.15
008133,30.22,1.5,0.25,0.0,0.15
008134,3.01,1.5,0.25,0.0,0.15
008135,0.34,1.5,0.25,0.0,0.15
008137,0.03,1.5,0.25,0.8,0.00
008138,11.04,1.5,0.25,0.0,0.15
008142,0.3,0.5,0.1,0.0,0.06
008143,0.19,0.5,0.1,0.35,0.00
008144,13.04,0.5,0.2,0.0,1.00
008145,44.24,1.0,0.2,0.0,0.15
008150,17.73,1.5,0.25,0.0,0.15
008156,1.02,0.15,0.05,0.0,0.06
008157,0.0,0.15,0.05,0.1,0.00
008158,0.82,0.8,0.2,0.0,0.12
008159,0.36,0.8,0.2,0.4,0.00
008166,7.7,1.5,0.25,0.0,0.15
008167,1.76,1.5,0.25,0.8,0.00
008168,31.87,1.0,0.2,0.0,0.12
008171,11.86,0.3,0.1,0.0,0.40
008172,0.0,0.3,0.1,0.2,0.00
008174,12.73,1.5,0.25,0.0,0.15
008175,0.55,1.5,0.25,0.5,0.00
008176,1.08,0.5,0.1,0.01,0.00
008177,4.28,1.5,0.25,0.0,0.15
008180,1.75,1.2,0.2,0.0,0.15
008181,0.1,1.2,0.2,0.4,0.00
008182,0.23,0.8,0.25,0.3,0.00
008183,0.45,1.5,0.25,0.0,1.50
008184,1.51,1.0,0.15,0.3,0.00
008185,5.55,1.5,0.25,0.0,0.15
008186,6.17,1.5,0.2,0.0,0.12
008187,2.5,1.5,0.2,0.5,0.00
008188,28.78,1.5,0.25,0.0,0.15
008189,0.29,0.5,0.1,0.0,0.10
008190,0.53,0.5,0.1,0.3,0.00
008199,0.38,0.3,0.1,0.0,0.12
008200,0.11,0.3,0.1,0.3,0.00
008201,0.01,0.5,0.1,0.1,0.00
008202,0.93,0.4,0.08,0.0,0.03
008203,1.01,0.4,0.08,0.3,0.00
008204,10.49,0.2,0.08,0.0,0.03
008205,0.26,0.2,0.08,0.4,0.00
008208,10.14,1.2,0.15,0.0,0.12
008209,19.77,1.0,0.2,0.0,0.12
008210,5.59,1.0,0.2,0.6,0.00
008213,0.01,0.8,0.25,0.4,0.00
008216,89.47,0.15,0.05,0.0,0.05
008222,0.02,0.7,0.15,0.4,0.00
008227,9.55,1.5,0.25,0.0,0.15
008228,5.35,1.5,0.25,0.5,0.00
008230,0.8,1.5,0.1,0.0,0.15
008232,20.43,0.4,0.08,0.0,0.30
008233,4.3,0.4,0.08,0.3,0.00
008234,5.19,1.5,0.25,0.0,0.15
008236,0.04,0.2,0.1,0.0,0.12
008237,0.04,0.2,0.1,0.25,0.00
008238,1.5,0.8,0.1,0.0,0.10
008239,2.95,0.8,0.1,0.4,0.00
008240,1.11,0.15,0.05,0.0,0.10
008241,0.45,0.15,0.05,0.25,0.00
008242,23.6,0.3,0.1,0.0,0.08
008243,0.01,0.3,0.1,0.3,0.00
008244,1.29,1.5,0.15,0.0,0.15
008249,0.18,0.45,0.1,0.0,0.10
008250,0.07,0.45,0.1,0.25,0.00
008251,1.92,1.5,0.25,0.0,0.15
008252,0.72,1.5,0.25,0.5,0.00
008253,0.69,1.5,0.25,0.0,0.15
008254,0.02,1.5,0.25,0.4,0.00
008256,6.48,0.15,0.05,0.0,0.60
008257,0.0,0.15,0.05,0.1,0.00
008258,0.51,0.15,0.05,0.0,0.12
008259,0.2,0.15,0.05,0.2,0.00
008260,4.57,1.5,0.25,0.0,0.15
008261,7.26,1.5,0.25,0.0,0.15
008262,1.95,1.5,0.25,0.8,0.00
008264,12.74,1.5,0.25,0.0,0.15
008265,2.97,1.5,0.25,0.6,0.00
008269,9.36,1.5,0.25,0.0,0.15
008270,0.58,1.5,0.25,0.4,0.00
008271,4.06,1.5,0.25,0.0,0.15
008272,0.78,1.5,0.25,0.8,0.00
008273,17.69,1.5,0.25,0.0,0.15
008274,5.54,1.5,0.25,0.0,0.15
008275,0.83,1.5,0.25,0.4,0.00
008276,4.6,1.5,0.25,0.0,0.15
008277,3.46,1.5,0.25,0.0,0.15
008279,0.54,0.5,0.1,0.0,0.10
008280,1.44,0.5,0.1,0.3,0.00
008281,10.57,0.5,0.1,0.0,0.10
008282,25.49,0.5,0.1,0.3,0.00
008283,12.36,1.5,0.25,0.0,0.15
008284,12.37,1.5,0.25,0.0,0.15
008285,12.37,1.5,0.25,0.0,1.50
008286,119.82,1.5,0.25,0.0,0.15
008290,7.71,1.5,0.25,0.0,0.15
008293,16.0,1.5,0.25,0.0,0.15
008294,14.33,1.5,0.2,0.0,1.50
008295,0.23,1.5,0.2,0.8,0.00
008297,44.21,1.5,0.25,0.0,0.15
008298,0.66,0.5,0.1,0.0,0.12
008299,0.7,0.5,0.1,0.3,0.00
008302,5.64,0.3,0.1,0.0,0.08
008303,1.27,1.5,0.25,0.0,0.15
008304,0.27,1.5,0.25,0.8,0.00
008305,0.21,1.5,0.25,0.2,0.00
008308,6.02,1.5,0.25,0.0,0.15
008309,0.1,0.3,0.1,0.0,0.80
008310,0.0,0.3,0.1,0.3,0.00
008311,5.7,1.5,0.25,0.0,0.15
008312,0.22,1.5,0.25,0.8,0.00
008313,4.14,1.5,0.25,0.0,0.15
008314,53.94,1.5,0.25,0.0,0.15
008315,6.77,1.5,0.25,0.8,0.00
008318,4.87,1.5,0.25,0.0,0.15
008319,2.49,1.5,0.25,0.5,0.00
008320,0.43,0.9,0.2,0.4,0.00
008321,0.43,0.9,0.2,0.4,0.00
008324,5.81,0.6,0.2,0.0,0.08
008325,2.36,0.6,0.2,0.3,0.00
008326,0.86,0.5,0.05,0.0,0.10
008327,4.56,0.5,0.05,0.25,0.00
008328,7.86,1.5,0.25,0.0,0.15
008331,0.37,0.8,0.2,0.0,0.08
008332,0.01,0.8,0.2,0.4,0.00
008336,4.63,1.0,0.2,0.0,0.80
008337,0.46,1.0,0.2,0.4,0.00
008340,5.45,0.15,0.05,0.0,0.05
008341,0.0,0.15,0.05,0.1,0.00
008342,0.28,0.8,0.2,0.0,0.15
008343,1.4,0.8,0.2,0.2,0.00
008345,0.07,0.3,0.1,0.0,0.08
008346,0.0,0.3,0.1,0.4,0.00
008347,0.91,1.5,0.2,0.0,1.50
008348,0.33,1.5,0.2,0.4,0.00
008350,18.24,0.15,0.05,0.0,0.50
008351,0.0,0.15,0.05,0.1,0.00
008353,1.1,1.5,0.25,0.0,0.15
008354,0.13,1.5,0.25,0.3,0.00
008357,1.02,0.8,0.15,0.0,0.80
008358,0.0,0.8,0.15,0.4,0.00
008359,4.18,1.5,0.25,0.0,0.15
008367,1.4,0.8,0.2,0.0,0.08
008368,1.4,0.8,0.2,0.0,0.80
008370,11.99,820.0,0.25,0.0,1.50
008371,24.53,0.0,0.2,0.0,0.15
008372,16.48,0.0,0.25,0.0,1.50
008373,9.46,0.8,0.2,0.0,1.50
008374,0.06,0.8,0.2,0.25,0.00
008379,0.0,0.15,0.05,0.1,0.00
008380,0.46,0.15,0.05,0.0,0.05
008381,0.88,1.5,0.25,0.0,0.15
008382,8.08,1.5,0.25,0.0,0.15
008384,27.61,0.6,0.1,0.0,0.80
008385,1.64,0.6,0.1,0.4,0.00
008387,0.03,0.6,0.1,0.1,0.00
008390,10.78,0.2,0.1,0.0,0.08
008391,0.02,0.2,0.1,0.2,0.00
008392,0.08,0.3,0.05,0.35,0.00
008394,4.51,0.3,0.1,0.0,0.08
008395,0.0,0.3,0.1,0.2,0.00
008396,3.0,0.15,0.05,0.0,0.12
008397,2.63,0.15,0.05,0.3,0.00
008398,3.0,0.3,0.1,0.0,0.06
008399,4.74,0.5,0.1,0.0,0.10
008400,1.01,0.5,0.1,0.25,0.00
008402,0.35,0.6,0.05,0.0,0.035
